uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH,HydroLAKES.Hylak_id,,Pro1,Pro2,Pro3,Pro4,Pro5,Pro6,Pro7,Pro8,Pro9,Pro10,Pro11,Pro12,Pro13,Pro14,Pro15,Pro16,Pro17,Population,Lake_area,Wshd_area,Buffer_size,Final_area,Country,NonHydroLakesWithAtLeastHalfWater,MostRecentMaxMonthOrMedianYear,Total_LU_Cells
newid020166,L2492,waterquality,2010,,41.82949,-84.97524,"COLDWATER LAKE NCB NR KINDERHOOK, MI (PHOTIC ZONE)",0.0036,,,,,,,,,,,111589,,0,0,0,0.00462963,0,0,0,0.020833333,0.106481481,0.076388889,0.078703704,0.604166667,0,0.104166667,0,0,0.00462963,2905.347412,5.95,114.4,3.737129482,91.7798819,United States of America,0,1,432
newid020167,L8928,waterquality,2003,,41.83394,-84.25745,"LAKE HUDSON NEAR CLAYTON, MI (CT. B. PHOTIC ZONE)",0.033,,,,,,,,,,,111590,,0,0,0,0.016949153,0,0,0,0,0.016949153,0.169491525,0.13559322,0.491525424,0,0.169491525,0,0,0,127.2916489,1.35,12.2,1.115381251,11.7181493,United States of America,0,1,59
newid020168,L9684,waterquality,1989,,41.83427,-71.75146,"SHIPPEE POND NEAR NORTH FOSTER, RI",0.0005,0.03,,,,,,,,,6.6,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,253.3717346,,,1,3.136548491,United States of America,0,1,26
newid020170,L2499,waterquality,2010,,41.84088,-85.42471,"CROTCH (OMENA) LAKE NR STURGIS, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,,1052835,,0,0,0,0,0,0,0,0.166666667,0.222222222,0.194444444,0.027777778,0.277777778,0,0.111111111,0,0,0,1087.829346,0.42,5.3,1,6.805676892,United States of America,0,1,36
newid020175,L8929,waterquality,1995,,41.8351,-73.14872,STILLWATER POND NR WRIGHTVILLE CT,0.0022,0.01,,,,,,,,3.2,7.2,1052846,,0,0,0,0.802325581,0.011627907,0,0,0.104651163,0,0.019379845,0.003875969,0,0.054263566,0,0,0,0.003875969,15958.42871,0.35,63.9,3.536403305,54.33030834,United States of America,0,1,258
newid020176,L2509,waterquality,2010,,41.85338,-84.96385,"EAST LONG LAKE NR KINDERHOOK, MI (PHOTIC ZONE)",0.02,,,,,,,,,,,1052821,,0,0,0,0.010869565,0,0,0,0.02173913,0.184782609,0.130434783,0.086956522,0.391304348,0,0.173913043,0,0,0,966.7479248,0.44,21.6,1.850919015,18.85454906,United States of America,0,1,92
newid020177,L2507,waterquality,2010,,41.85477,-85.03247,"ROSE LAKE NEB NEAR KINDERHOOK, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,,111579,,0,0,0,0,0,0,0,0.036036036,0.108108108,0.09009009,0.018018018,0.576576577,0,0.171171171,0,0,0,735.4714355,1.34,24.5,1.828026696,22.41865304,United States of America,0,1,111
newid020179,L8930,waterquality,2005,,41.86005,-84.79413,"LONG LAKE NEAR READING, MI (PHOTIC ZONE)",0.0052,,,,,,,,,,,1052703,,0,0,0,0,0,0,0,0.06122449,0.071428571,0.040816327,0.010204082,0.642857143,0.015306122,0.158163265,0,0,0,1293.354126,0.9,49.7,2.720953015,41.26268405,United States of America,0,1,196
newid020180,L2513,waterquality,2010,,41.86061,-85.39804,"PRAIRIE RIVER LAKE NR STURGIS, MI (PHOTIC ZONE)",0.0069,,,,,,,,,,,,,0,0,0,0.054054054,0,0,0,0.135135135,0.216216216,0.108108108,0,0.405405405,0,0.081081081,0,0,0,433.3302002,0.45,3,1,7.306714611,United States of America,0,1,37
newid020182,L2521,waterquality,2010,,41.86977,-84.68273,"BEAR LAKE NEAR HILLSDALE, MI  (PHOTIC ZONE)",0.0041,,,,,,,,,,,1052743,,0,0,0,0,0,0,0,0.038461538,0.173076923,0.048076923,0.019230769,0.605769231,0,0.115384615,0,0,0,1054.003906,0.42,25.1,2.13483086,21.20904937,United States of America,0,1,104
newid020183,L9545,waterquality,2004,,41.87111,-71.13,"MT HOPE TAUNTON, MA",0.0037,0.05,,,,,,,,,,,,0,0,0,0.038461538,0,0,0,0.730769231,0,0,0,0,0.230769231,0,0,0,0,1884.840088,,,1,3.136548491,United States of America,0,1,26
newid020184,L9680,waterquality,1988,,41.87121,-71.46784,"WENSCOTT RESERVOIR AT NORTH PROVIDENCE, RI",0.0296,0.04,,,,,,,,,7.5,,,0,0,0,0.037037037,0,0,0,0.296296296,0,0,0,0,0.666666667,0,0,0,0,9914.615234,,,1,3.136548491,United States of America,0,1,27
newid020186,L2527,waterquality,2010,,41.87644,-85.47915,"BIG FISH LAKE NEAR NOTTAWA, MI (PHOTIC ZONE)",0.0031,,,,,,,,,,,1052713,,0,0,0,0.055555556,0,0,0,0.166666667,0.222222222,0.055555556,0.037037037,0.296296296,0,0.166666667,0,0,0,751.6486816,0.53,11.3,1.314611498,10.39059363,United States of America,0,1,54
newid020187,L8931,waterquality,1989,,41.87927,-71.58451,"WATERMAN RESERVOIR AT WEST GREENVILLE, RI",0.0036,,,,,,,,,,7.3,1052716,,0,0,0,0.225352113,0.070422535,0,0,0.549295775,0,0.014084507,0.014084507,0,0.098591549,0,0,0,0.028169014,5923.332031,0.83,16.5,1.46036625,14.59281579,United States of America,0,1,71
newid020191,L8932,waterquality,2010,,41.88394,-84.92163,"ARCHER LAKE NEAR QUINCY, MI (PHOTIC ZONE)",0.013,,,,,,,,,,,1052689,,0,0,0,0,0,0,0,0,0.052631579,0.171052632,0.013157895,0.710526316,0,0.052631579,0,0,0,1004.379639,0.57,17.3,1.538154865,15.86803305,United States of America,0,1,76
newid020194,L9683,waterquality,1989,,41.89232,-71.56423,"SPRAGUE RESERVOIR (UPPER) NR SPRAGUEVILLE, RI",0.0025,0.03,,,,,,,,,7,,,0,0,0,0.230769231,0,0,0,0.730769231,0,0,0,0,0.038461538,0,0,0,0,2317.703125,,,1,3.136548491,United States of America,0,1,26
newid020195,L2540,waterquality,2009,,41.89639,-84.7925,"HEMLOCK LAKE NEAR READING, MI (PHOTIC ZONE)",0.0056,,,,,,,,,,,1052662,,0,0,0,0,0,0,0,0.04296875,0.05859375,0.03125,0.0078125,0.65234375,0.01171875,0.1953125,0,0,0,1375.980713,0.57,65.2,3.605041723,53.27029633,United States of America,0,1,256
newid020196,L8933,waterquality,2005,,41.89671,-84.76885,"ROUND LAKE NEAR READING, MI (PHOTIC ZONE)",0.0067,,,,,,,,,,,1052665,,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0,0.619047619,0,0.19047619,0,0,0,343.8504028,0.28,9.4,1.251712503,8.127448841,United States of America,0,1,42
newid020203,L8934,waterquality,2001,,41.90338,-86.01695,"STONE LAKE  AT CASSOPOLIS, MI (PHOTIC ZONE)",0.014,,,,,,,,,,,1052638,,0,0,0,0,0,0,0,0,0.128205128,0.102564103,0,0.384615385,0.153846154,0.230769231,0,0,0,1923.578613,0.6,4.6,1,7.09687218,United States of America,0,1,39
newid020205,L9681,waterquality,1988,,41.90788,-71.52645,"STILLWATER RESERVOIR AT STILLWATER, RI",0.0029,0.03,,,,,,,,,7.4,,,0,0,0,0.037037037,0,0,0,0.777777778,0,0.037037037,0,0,0.148148148,0,0,0,0,2597.208984,,,1,3.136548491,United States of America,0,1,27
newid020207,L8935,waterquality,1988,,41.90871,-71.54562,"WOONASQUATUCKET RESERVOIR AT SPRAGUEVILLE, RI",0.0076,0.03,,,,,,,,,7.5,1052635,,0,0,0,0.315789474,0.016194332,0,0,0.477732794,0.008097166,0.024291498,0.004048583,0,0.141700405,0,0,0,0.012145749,17295.1875,0.76,62.5,3.375528623,52.71409996,United States of America,0,1,247
newid020209,L8936,waterquality,1995,,41.91204,-73.09428,HIGHLAND LAKE NR WINCHESTER CT,0.001,0.14,,,,,,,,5.9,7.1,111551,,0,0,0,0.712643678,0.034482759,0,0,0.114942529,0,0.022988506,0.011494253,0,0.091954023,0,0,0,0.011494253,5993.546875,1.72,17.3,1.23287123,17.55760043,United States of America,0,1,87
newid020210,L8937,waterquality,1989,,41.91288,-71.74396,"BURLINGAME RESERVOIR NR W. GLOCESTER, RI",0.0032,0.01,,,,,,,,,5.8,1052615,,0,0,0,0.787878788,0.121212121,0,0,0,0,0.03030303,0.03030303,0,0,0,0,0,0.03030303,454.3648682,0.26,3.8,1,6.35801634,United States of America,0,1,33
newid020211,L9682,waterquality,2004,,41.91472,-70.84,"SAVENY POND MIDDLEBOROUGH, MA",0.0243,0.156,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1128.143677,,,1,3.136548491,United States of America,0,1,26
newid020213,L9677,waterquality,2003,,41.91694,-70.63111,"RUSSELL MILL POND, PLYMOUTH,MA",0.0305,0.04,,,,,,,,,6.6,,,0,0,0,0,0.111111111,0,0,0.851851852,0.037037037,0,0,0,0,0,0,0,0,834.4449463,,,1,3.136548491,United States of America,0,1,27
newid020214,L8938,waterquality,2009,,41.91861,-85.33861,"LONG LAKE NEAR COLON, MI (PHOTIC ZONE)",0.013,,,,,,,,,,,1052556,,0,0,0,0.011510791,0,0,0,0.015827338,0.027338129,0.018705036,0.005755396,0.834532374,0,0.086330935,0,0,0,4513.746582,0.8,180.2,6.020130669,148.8827067,United States of America,0,1,695
newid020219,L8940,waterquality,2001,,41.92894,-85.87722,"KIRK LAKE NR VANDALIA, MI (PHOTIC ZONE)",0.01,,,,,,,,,,,1052546,,0,0,0,0.142857143,0,0,0,0.142857143,0.142857143,0.071428571,0,0.428571429,0,0.071428571,0,0,0,99.82250977,0.17,2.2,1,5.313647238,United States of America,0,1,28
newid020222,L8939,waterquality,2010,,41.9306,-85.75611,"COREY LAKE WB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,,111548,,0,0,0,0.157480315,0.023622047,0,0,0.196850394,0.275590551,0.031496063,0.031496063,0.228346457,0,0.05511811,0,0,0,1316.302856,2.57,27.5,1.612065809,26.40912465,United States of America,0,1,127
newid020223,L9676,waterquality,1988,,41.93288,-71.79785,"PECK POND NEAR WEST GLOCESTER, RI",0.0022,0.02,,,,,,,,,7.9,,,0,0,0,0.807692308,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,182.3259583,,,1,3.136548491,United States of America,0,1,26
newid020224,L8941,waterquality,1988,,41.93704,-71.70757,"PASCOAG RESERVOIR AT PASCOAG, RI",0.0018,0.01,,,,,,,,,7.3,111538,,0,0,0,0.663636364,0.145454545,0,0,0.136363636,0,0.009090909,0.009090909,0,0.027272727,0,0,0,0.009090909,6789.443359,1.15,25.2,1.695745419,22.93815515,United States of America,0,1,110
newid020225,L8942,waterquality,2005,,41.93783,-85.03497,"SOUTH LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.017,,,,,,,,,,,1052511,,0,0,0,0.002283105,0,0,0,0.00913242,0.043378995,0.023592085,0.00761035,0.755707763,0.02891933,0.129375951,0,0,0,20946.94531,0.64,353.3,8.867976997,280.7304626,United States of America,0,1,1314
newid020226,L8943,waterquality,2001,,41.93949,-85.87778,"BELAS LAKE NR VANDALIA, MI (PHOTIC ZONE)",0.12,,,,,,,,,,,1052520,,0,0,0,0.148148148,0,0,0,0.296296296,0.148148148,0.074074074,0,0.296296296,0,0.037037037,0,0,0,89.8631134,0.2,2.4,1,5.165671273,United States of America,0,1,27
newid020227,L8944,waterquality,1989,,41.94399,-71.49756,"WOONSOCKET RESERVOIR NO. 3 AT N. SMITHFIELD, RI",0.0007,0.04,,,,,,,,,6.2,1052502,,0.021276596,0,0,0.340425532,0.021276596,0,0,0.382978723,0.021276596,0.021276596,0.021276596,0,0.127659574,0,0,0,0.042553191,1210.261963,0.85,9.3,1.096194843,8.992293432,United States of America,0,1,47
newid020233,L8945,waterquality,2010,,41.94949,-85.58582,"THREE RIVERS IMP. AT THREE RIVERS, MI (PHOTIC ZNE)",0.012,,,,,,,,,,,111543,,0,0,0,0.038585209,0.000494682,0,0,0.061464259,0.080880534,0.015211477,0.004823151,0.688844917,0.006430868,0.102893891,0,0,0.000371012,79961.83594,2.05,2150.6,21.67683189,1736.179643,United States of America,0,1,8086
newid020234,L2582,waterquality,2010,,41.95144,-85.73555,"CLEAR LAKE NEAR THREE RIVERS, MI (PHOTIC ZONE)",0.0051,,,,,,,,,,,1052516,,0,0,0,0.361702128,0.021276596,0,0,0.234042553,0.170212766,0.042553191,0,0.127659574,0,0.042553191,0,0,0,797.6523438,0.88,7.2,1,8.895078315,United States of America,0,1,47
newid020235,L2592,waterquality,2010,,41.95227,-85.71222,"PLEASANT LAKE SWB NR THREE RIVERS, MI (PHOTIC ZONE",0.0027,,,,,,,,,,,1052485,,0,0,0,0.191489362,0,0,0,0.085106383,0.276595745,0.106382979,0,0.319148936,0,0.021276596,0,0,0,787.260376,0.93,5.7,1,9.23584803,United States of America,0,1,47
newid020238,L8946,waterquality,2010,,41.95838,-85.75,"LONG LAKE NEB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0031,,,,,,,,,,,1052484,,0,0,0,0.244444444,0.022222222,0,0,0.2,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,509.5016479,0.72,5.7,1,8.710826926,United States of America,0,1,45
newid020240,L8948,waterquality,2010,,41.96421,-84.27411,"ROUND LAKE NEAR MANITOU BEACH, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,,111527,,0,0,0,0.06779661,0,0,0,0.050847458,0.186440678,0.152542373,0.254237288,0.203389831,0,0.016949153,0,0,0.06779661,1121.628052,1.92,11,1.120171368,11.69966323,United States of America,0,1,59
newid020241,L9673,waterquality,1989,,41.96454,-71.59673,"TARKILN POND AT TARKILN, RI",0.003,0.03,,,,,,,,,6.4,,,0,0,0,0.461538462,0.038461538,0,0,0.461538462,0.038461538,0,0,0,0,0,0,0,0,760.7037354,,,1,3.136548491,United States of America,0,1,26
newid020242,L8949,waterquality,1988,,41.96482,-71.78951,"WAKEFIELD POND AT WEST BURRILLVILLE, RI",0.0014,0.08,,,,,,,,,7.8,1052439,,0,0,0,0.838709677,0.064516129,0,0,0,0,0.032258065,0.032258065,0,0,0,0,0,0.032258065,356.0544434,0.24,3.7,1,5.921891194,United States of America,0,1,31
newid020243,L8950,waterquality,1988,,41.96732,-71.72396,"WILSON RESERVOIR AT BRIDGETON, RI",0.0026,0.03,,,,,,,,,8,1052435,,0,0,0,0.73553719,0.066115702,0,0,0.148760331,0,0.008264463,0.008264463,0,0.024793388,0,0,0,0.008264463,5190.762207,0.49,31,2.284253865,25.38847155,United States of America,0,1,121
newid020246,L8947,waterquality,2010,,41.9756,-85.04191,"RANDALL LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.024,,,,,,,,,,,111523,,0,0,0,0.004149378,0,0,0,0.010373444,0.03526971,0.017980636,0.006224066,0.757261411,0.026279391,0.142461964,0,0,0,21261.70703,2,377.7,8.653791624,310.1172852,United States of America,0,1,1446
newid020247,L8952,waterquality,1989,,41.98111,-71.45278,"SNEECH POND AT CUMBERLAND HILL, RI",0.0033,0.12,,,,,,,,,7.2,1052396,,0,0,0,0.407407407,0.037037037,0,0,0.148148148,0,0.037037037,0.037037037,0,0.259259259,0,0,0,0.074074074,5924.306641,0.2,3,1,5.107225591,United States of America,0,1,27
newid020248,L8953,waterquality,1988,,41.98454,-71.6609,"SPRING LAKE AT HARRISVILLE, RI",0.0008,0.03,,,,,,,,,7.9,1052405,,0,0,0,0.885714286,0.028571429,0,0,0,0,0.028571429,0.028571429,0,0,0,0,0,0.028571429,1385.342773,0.34,3.2,1,6.280731781,United States of America,0,1,35
newid020251,L8951,waterquality,2005,,41.98782,-84.28828,"DEVILS LAKE NEAR DEVILS LAKE, MI N.B.(PHOTIC ZONE)",0.0062,,,,,,,,,,,111522,,0,0,0,0.050314465,0,0,0,0.06918239,0.238993711,0.176100629,0.176100629,0.220125786,0,0.037735849,0,0,0.031446541,2696.196777,5.02,31,1.65030102,32.9819885,United States of America,0,1,159
newid020252,L8954,waterquality,2010,,41.9881,-85.0283,"MORRISON LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.014,,,,,,,,,,,111506,,0,0,0,0.004347826,0,0,0,0.011180124,0.028571429,0.01552795,0.005590062,0.768322981,0.023602484,0.142857143,0,0,0,21341.24219,1.61,433.6,9.40661111,344.9957461,United States of America,0,1,1610
newid020254,L8955,waterquality,1995,,41.99204,-71.89396,NORTH GROSVENORDALE POND NR NORTH GROSVENORDALE CT,0.0143,0.12,,,,,,,,1.75,8.7,1052357,,0.011270492,0,0,0.432377049,0.036885246,0,0,0.418032787,0.005122951,0.007172131,0.004098361,0.006147541,0.072745902,0.00102459,0,0,0.005122951,44843.23438,0.12,269.9,7.856195836,209.6313619,United States of America,0,1,976
newid020255,L8956,waterquality,1989,,41.99399,-71.39895,"DIAMOND HILL RESERVOIR AT DIAMOND HILL, RI",0.003,0.02,,,,,,,,,8.6,111512,,0,0,0,0.315217391,0.032608696,0,0,0.489130435,0,0.010869565,0.010869565,0,0.054347826,0,0,0,0.086956522,3919.373047,1.42,20.3,1.568155454,18.79702789,United States of America,0,1,92
newid020256,L8957,waterquality,1989,,41.99399,-71.58784,"SLATERSVILLE RESERVOIR (LOWER) AT SLATERSVILLE, RI",0.0208,0.35,,,,,,,,,6.6,1052353,,0,0,0,0.475086906,0.005793743,0,0,0.42410197,0.010428737,0.006952491,0.001158749,0,0.074159907,0,0,0,0.002317497,66955.40625,0.3,232.9,7.166443191,185.1737069,United States of America,0,1,863
newid020257,L2618,waterquality,2010,,41.99505,-85.57249,"FISHERS LAKE NEAR THREE RIVERS, MI (PHOTIC ZONE)",0.0037,,,,,,,,,,,111515,,0,0,0,0.014128728,0,0,0,0.050758765,0.061747776,0.019884877,0.003663004,0.704866562,0.013082156,0.131868132,0,0,0,22640.58594,1.14,518.2,10.62534373,409.2364976,United States of America,0,1,1911
newid020258,L9544,waterquality,2004,,41.99694,-70.945,"MATFIELD IMP. BRIDGEWATER, MA",0.0371,0.18,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2744.429688,,,1,3.136548491,United States of America,0,1,23
newid020259,L8958,waterquality,1995,,41.99871,-72.08508,GRIGGS POND NR WOODSTOCK CT,0.0027,0.02,,,,,,,,1.8,6.8,1052341,,0,0,0,0.8,0.08,0,0,0,0,0.04,0.04,0,0,0,0,0,0.04,138.8690338,0.11,4.1,1,4.744221629,United States of America,0,1,25
newid020263,L8959,waterquality,1995,,42.00926,-73.04122,COLEBROOK RESERVOIR NR COLEBROOK CT,0.0007,,,,,,,,,4.6,6.4,111501,,0.000841043,0,0,0.832632464,0.148864592,0,0,0.015138772,0,0.000841043,0.000841043,0,0,0,0,0,0.000841043,5286.874023,1.64,306.5,7.66628073,255.1323663,United States of America,0,1,1189
newid020268,L2637,waterquality,2004,,42.03111,-70.76194,"LOWER CHANDLER POND, DUXBURY,MA",0.0036,0.025,,,,,,,,,,,,0,0,0,0.043478261,0,0,0,0.956521739,0,0,0,0,0,0,0,0,0,2150.152832,,,1,3.136548491,United States of America,0,1,23
newid020269,L2644,waterquality,2008,,42.03444,-84.24167,"DEEP LAKE NEAR SPRINGVILLE, MI (PHOTIC ZONE)",0.0017,,,,,,,,,,,1052256,,0,0,0,0.176470588,0,0,0,0.176470588,0.37254902,0.215686275,0,0.058823529,0,0,0,0,0,616.0286255,0.26,11.2,1.421166266,9.849795996,United States of America,0,1,51
newid020270,L8960,waterquality,2006,,42.03477,-86.04946,"NORTH TWIN LAKE AT TWIN LAKES, MI (PHOTIC ZONE)",0.0041,,,,,,,,,,,1052268,,0,0,0,0,0,0,0,0.090909091,0.121212121,0.090909091,0,0.545454545,0,0.151515152,0,0,0,873.3996582,0.33,6.4,1,6.312181806,United States of America,0,1,33
newid020271,L2649,waterquality,2010,,42.04199,-85.24804,"OLIVERDA LAKE NEAR ATHENS, MI (PHOTIC ZONE)",0.0055,,,,,,,,,,,1052248,,0,0,0,0,0,0,0,0.040816327,0.142857143,0.102040816,0.040816327,0.612244898,0,0.06122449,0,0,0,479.0368347,0.58,11.3,1.250031504,9.745915154,United States of America,0,1,49
newid020278,L2657,waterquality,2003,,42.05889,-71.90611,"LARNER POND,DUDLEY MA",0.005,0.017,,,,,,,,,6.7,,,0,0,0,0.153846154,0.038461538,0,0,0.307692308,0,0,0,0,0.5,0,0,0,0,2961.216797,,,1,3.136548491,United States of America,0,1,26
newid020279,L2658,waterquality,2008,,42.05917,-84.18333,"ALLEN LAKE NEAR SPRINGVILLE, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,,1052186,,0,0,0,0.06626506,0.009036145,0,0,0.111445783,0.406626506,0.147590361,0.090361446,0.141566265,0.009036145,0.012048193,0,0,0.006024096,4966.618164,0.22,88,4.458930595,70.66906566,United States of America,0,1,332
newid020281,L9669,waterquality,2003,,42.065,-72.63611,"SILVER LAKE, AGAWAM, MA",0.0269,0.028,,,,,,,,,7.3,,,0,0,0,0.038461538,0,0,0,0.346153846,0.038461538,0.038461538,0,0,0.538461538,0,0,0,0,4045.735107,,,1,3.136548491,United States of America,0,1,26
newid020283,L8961,waterquality,2005,,42.07088,-84.13328,"ROUND LAKE NEAR OAK SHADE PARK, MI (PHOTIC ZONE)",0.0038,,,,,,,,,,,1052134,,0,0,0,0.290322581,0,0,0,0.161290323,0.193548387,0.129032258,0.129032258,0.096774194,0,0,0,0,0,444.007782,0.23,2.1,1,5.352650991,United States of America,0,1,31
newid020284,L2673,waterquality,2008,,42.07444,-84.14639,"WAMPLERS LAKE NEAR BROOKLYN, MI (PHOTIC ZONE)",0.003,,,,,,,,,,,111475,,0,0,0,0.081081081,0,0,0,0.171171171,0.36036036,0.135135135,0.144144144,0.063063063,0.018018018,0.009009009,0,0,0.018018018,1864.039185,3.03,21.8,1.553502822,22.72367089,United States of America,0,1,111
newid020287,L9671,waterquality,2003,,42.07694,-72.06111,"WESTVILLE DAM, SOUTHBRIDGE, MA",0.0025,0.034,,,,,,,,,7,,,0,0,0,0.375,0,0,0,0.166666667,0,0,0,0,0.458333333,0,0,0,0,3716.481445,,,1,3.136548491,United States of America,0,1,24
newid020288,L8962,waterquality,2001,,42.07838,-85.8664,"GRAVEL LAKE NR MARCELLUS, MI (PHOTIC ZONE)",0.001,,,,,,,,,,,111473,,0,0,0,0,0,0,0,0,0.465116279,0.069767442,0,0.395348837,0,0.069767442,0,0,0,402.8345032,1.14,4.1,1,8.183452507,United States of America,0,1,43
newid020290,L9670,waterquality,2004,,42.08694,-71.08111,"FRENCH POND EASTON, MA",0.0066,0.073,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3055.289063,,,1,3.136548491,United States of America,0,1,26
newid020291,L8963,waterquality,2001,,42.08393,-84.4719,ROUND LAKE NR SOMERSET CT. MI (C B PHOTIC ZONE),0.003,,,,,,,,,,,1052084,,0,0,0,0,0,0,0,0.028571429,0.457142857,0.257142857,0.085714286,0.171428571,0,0,0,0,0,856.7481079,0.56,4,1,6.574330194,United States of America,0,1,35
newid020294,L2680,waterquality,2009,,42.09393,-84.22217,"VINEYARD LAKE NB NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0094,,,,,,,,,,,111472,,0,0,0,0.012307692,0,0,0,0.116923077,0.489230769,0.209230769,0.055384615,0.089230769,0.021538462,0.003076923,0,0,0.003076923,4931.66748,1.98,80.2,3.483863386,69.0518397,United States of America,0,1,325
newid020295,L2686,waterquality,2009,,42.0975,-85.56833,"BARTON LAKE WB NEAR VICKSBURG, MI (PHOTIC ZONE)",0.0059,,,,,,,,,,,111469,,0,0,0,0.019035533,0.001269036,0,0,0.043147208,0.106598985,0.026649746,0.005076142,0.657360406,0,0.140862944,0,0,0,13557.99316,1.3,206.2,6.406273152,167.3807157,United States of America,0,1,788
newid020298,L9667,waterquality,2003,,42.1,-71.62111,"RICE POND, UXBRIDGE, MA",0.0058,0.71,,,,,,,,,6.8,,,0,0,0,0.296296296,0,0,0,0.259259259,0,0,0,0,0.444444444,0,0,0,0,2174.769531,,,1,3.136548491,United States of America,0,1,27
newid020299,L9668,waterquality,2004,,42.10611,-70.88,"FORGE POND HANOVER, MA",0.0026,0.071,,,,,,,,,,,,0,0,0,0.038461538,0.115384615,0,0,0.846153846,0,0,0,0,0,0,0,0,0,1665.71167,,,1,3.136548491,United States of America,0,1,26
newid020301,L9543,waterquality,2004,,42.11194,-72.77,"CRANE POND WESTFIELD, MA",0.0005,0.014,,,,,,,,,,,,0,0,0,0,0,0,0,0.346153846,0,0,0,0.038461538,0.615384615,0,0,0,0,4656.841797,,,1,3.136548491,United States of America,0,1,26
newid020303,L8964,waterquality,2009,,42.11806,-85.79972,"BANKSON LAKE NEAR LAWTON, MI (PHOTIC ZONE)",0.0033,,,,,,,,,,,111460,,0,0,0,0.106796117,0,0,0,0.145631068,0.155339806,0.067961165,0,0.40776699,0,0.116504854,0,0,0,785.7567749,1.65,22.9,1.578048517,20.80719951,United States of America,0,1,103
newid020306,L8965,waterquality,2000,,42.13483,-122.0323,"JOHN C BOYLE RES ABV SPENCER BRIDGE NR KENO, OR",0.0027,,,,,,,,,,7.9,1051942,,0.27166295,0,0,2.65E-05,5.31E-05,0.005893597,0.002150366,0.149304449,0.056838696,0.382473187,0.013008389,0.075846873,0.008628013,0,0,0.00175215,0.032361686,65593.17188,0.95,10209.2,49.8898368,8091.008841,United States of America,0,1,37668
newid020311,L2722,waterquality,2010,,42.15005,-85.49222,"INDIAN LAKE NEAR VICKSBURG, MI (PHOTIC ZONE)",0.0016,,,,,,,,,,,111452,,0,0,0,0.00872093,0,0,0,0.123546512,0.231104651,0.04505814,0.024709302,0.444767442,0,0.117732558,0,0,0.004360465,14756.33789,3.14,180.6,5.498721177,146.1095074,United States of America,0,1,688
newid020312,L9666,waterquality,2004,,42.15111,-72.01,NORTH SIBLEY CHARLTON MA,0.0086,0.02,,,,,,,,,,,,0,0,0,0.44,0,0,0,0.4,0,0,0,0,0.16,0,0,0,0,538.7548828,,,1,3.136548491,United States of America,0,1,25
newid020316,L2731,waterquality,2009,,42.15611,-85.62833,"SUGARLOAF LAKE NEAR SCHOOLCRAFT, MI (PHOTIC ZONE)",0.0047,,,,,,,,,,,1051872,,0,0,0,0.16,0,0,0,0.16,0.28,0.053333333,0,0.213333333,0.066666667,0.066666667,0,0,0,3234.031982,0.81,17,1.461428192,15.26298127,United States of America,0,1,75
newid020318,L8966,waterquality,2009,,42.15972,-85.57389,"GOURDNECK LAKE NEAR PORTAGE, MI (PHOTIC ZONE)",0.0052,,,,,,,,,,,111447,,0,0,0,0.033232628,0.003021148,0,0,0.099697885,0.320241692,0.051359517,0.051359517,0.329305136,0.027190332,0.069486405,0,0,0.01510574,17912.36328,1.13,82.9,3.843763601,70.03878611,United States of America,0,1,331
newid020322,L8967,waterquality,2005,,42.18088,-85.11804,"LEE LAKE NEAR STANLEY CORNERS, MI (PHOTIC-ZONE)",0.0022,,,,,,,,,,,1051847,,0,0,0,0.043844857,0,0,0,0.332209106,0.161888702,0.006745363,0,0.377740304,0,0.077571669,0,0,0,2933.525635,0.57,155.1,5.827496892,125.0060796,United States of America,0,1,593
newid020323,L8968,waterquality,2006,,42.18421,-84.55496,"LIME LAKE NEAR SPRING ARBOR, MI (PHOTIC ZONE)",0.0065,,,,,,,,,,,1051806,,0,0,0,0,0,0,0,0.083333333,0.291666667,0.125,0.020833333,0.270833333,0,0.208333333,0,0,0,1831.306519,0.76,8,1,8.523050283,United States of America,0,1,48
